"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Casas Bahia - Loja Online"	"quero receber"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"SECADOR USADO"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Marcam, remarcam, e nunca entregam no prazo."	"Resolvido"	"Bauru"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Enrolação para resolver um problema simples"	"Resolvido"	"São Vicente"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Dotz não depósitados"	"Não Resolvido"	"Brasília"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não cumpre com o prazo"	"Resolvido"	"São José dos Campos"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não vieram montar a cômoda"	"Resolvido"	"Aparecida de Goiânia"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"maquina de cafe expresso Tres Coraçções"	"Resolvido"	"São Bernardo do Campo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Pedi uma tv e mandaram outra - 6 informações diferentes - 3 crianças sendo prejudicadas"	"Resolvido"	"Rio de Janeiro"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Encomenda não entregue"	"Resolvido"	"Batatais"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não entregaram"	"Resolvido"	"Campinas"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"TV SAMSUNG 50 UHD 4K"	"Não Resolvido"	"São Luís"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não cumpriu com prazo de entrega"	"Resolvido"	"Salvador"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não Cumpre o prazo de entrega"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Segundo notebook com defeito"	"Resolvido"	"Bady Bassitt"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"A Casas Bahia não quer recolher o produto e fazer o estorno!"	"Resolvido"	"São Caetano do Sul"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Notebook Indisponível"	"Resolvido"	"Igarassu"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Ainda não recolheram o produto com defeito."	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Cliente idiota"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Nao consigo entrar no site"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Comprei um celular errado efetuei o cancelamento e ate o momento o estorno do meu limite do cartão não foi feita"	"Resolvido"	"Boa Nova"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Casaa Bahia não cumpre o prazo!!!"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Produto pago d não entregue"	"Resolvido"	"Brasília"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Falta de atendimento e informação"	"Resolvido"	"Brasília"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Atraso entrega frigideira"	"Resolvido"	"Rio de Janeiro"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"CARTÃO PRESENTE - INVÁLIDO"	"Não Resolvido"	"São Vicente"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não consigo rastrear meu pedido"	"Resolvido"	"Recife"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não está respeitando o prazo de entrega"	"Resolvido"	"Adolfo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Não consigo retirar os dados do meu cartão do site"	"Resolvido"	"Duque de Caxias"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Estorno de divergência de preço"	"Resolvido"	"Belo Horizonte"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Problema na entrega do produto"	"Resolvido"	"Ibotirama"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"COMPUTADOR TRAVANDO E COM HD INCOMPATÍVEL"	"Resolvido"	"São Gonçalo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Casas Bahia não cumpte com os prazos de entrega"	"Resolvido"	"Rio de Janeiro"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Informações erradas no Televendas"	"Não Resolvido"	"Ipauçu"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Loja não forneceu codigo de rastreio e não dá informações sobre pedido."	"Resolvido"	"Belém"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Atraso na entrega do produto"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Dificuldade para acesso"	"Resolvido"	"Valinhos"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Tempo de entrega [editado_RA]"	"Não Resolvido"	"São Pedro"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Salvador"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Atraso na entrega e sem informação da transportadora"	"Resolvido"	"Serra"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Propaganda enganosa"	"Resolvido"	"São Paulo"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Processo logístico ineficiente"	"Resolvido"	"Fortaleza"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Casas Bahia não entrega no PRAZO"	"Resolvido"	"Barueri"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Problema na Garantia e no suporte"	"Não Resolvido"	"Rio de Janeiro"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Atraso ma entrega e descaso dos atendentes"	"Resolvido"	"Jacareí"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Não recebi minha compra online"	"Não Resolvido"	"Rio de Janeiro"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Embalagem violada na entrega"	"Resolvido"	"São Paulo"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Quero meu produto!"	"Resolvido"	"Brasília"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Sofá com defeito"	"Resolvido"	"Fortaleza"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Produto com defeito"	"Resolvido"	"Fortaleza"	"Há 17 dias"	24480
"Casas Bahia - Loja Online"	"Mais um produto que não chega, sem previsão!"	"Resolvido"	"Aparecida de Goiânia"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Casas Bahia comprar agora e só receber depois da pandemia"	"Não Resolvido"	"Belo Horizonte"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Reembolso Ainda não efetuado mesmo após comprovante de pagamento e compra cancelada pela empresa!"	"Resolvido"	"Rio de Janeiro"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Mudanças nos prazos de entrega"	"Resolvido"	"Salvador"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Propraganda Enganosa"	"Resolvido"	"Guarulhos"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Estorno do pagakento"	"Resolvido"	"Bagé"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Casa Bahia Vendeu mas não entrega"	"Resolvido"	"São Paulo"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Não Resolvido"	"São Sebastião do Paraíso"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"São Paulo"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Praso de entrega"	"Resolvido"	"São Paulo"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Preço Mudando"	"Resolvido"	"Curitiba"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Sem devolução do dinheiro de uma compra Cancelada"	"Não Resolvido"	"Mauá"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Troca da TV"	"Resolvido"	"Carapicuíba"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"DESLIGA SOZINHA Caixa Amplificada Mondial [editado_RA]"	"Não Resolvido"	"Mauá"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Atraso na entrega e sem rastreamento"	"Resolvido"	"Curitiba"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Não recebi meu produto"	"Não Resolvido"	"Osasco"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"ATRASO NA ENTREGA"	"Resolvido"	"Santo André"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Falta de entrega"	"Resolvido"	"Curitiba"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Frete absurdamente caro"	"Não Resolvido"	"Rio de Janeiro"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Não foi feito estorno da compra cancelada"	"Resolvido"	"São Paulo"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Notebook não chegou"	"Resolvido"	"São Paulo"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Recebi o produto COM DEFEITO e não resolvem a minha solicitação!"	"Resolvido"	"Curitiba"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Cancelei a compra, mas foi entregue."	"Resolvido"	"Fortaleza"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Atualização de Cadastro que nunca acontece. Falta gente competente para resolver um simples problema."	"Resolvido"	"Aparecida de Goiânia"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Péssimo atendimento"	"Resolvido"	"São João de Meriti"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Pedido n 258448762 de compra de um Refrigerador Brastemp que não foi entregue com informação falsa em sistema como entregue!!!"	"Resolvido"	"Macapá"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Produto com defeito"	"Resolvido"	"Adamantina"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Rio de Janeiro"	"Há 16 dias"	23040
"Casas Bahia - Loja Online"	"Comprei uma smart TV para retirar na loja após duas horas fui no outro dia e estava fechada"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Produto com a transportadora fica invisível"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Estorno do valor"	"Não Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Demora de 50 dias para entrega e desvalorização do produto."	"Não Resolvido"	"João Pessoa"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"QUERO MEU DINHEIRO DE VOLTA"	"Resolvido"	"Araucária"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Não recebi o pedido"	"Resolvido"	"Carapicuíba"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Paguei pelo frete e não foi entregue no endereço que eu informei"	"Resolvido"	"Gameleiras"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Inssuceso na entrega"	"Resolvido"	"Barueri"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Devolução do valor ou troca por outra marca"	"Resolvido"	"São Paulo"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Propaganda enganoza no prazo de entrega (Promessa de entrega de dois dias apos a confirmacao de pagamento.)"	"Resolvido"	"Cotia"	"Há 15 dias"	21600
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Não Resolvido"	"Salvador"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Despreparo do Vendedor e Gerente."	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Atraso na entrega/ Informação de dados pessoais para terceiros"	"Não Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Fiz a compra pois achei o prazo ótimo e não foi entregue!"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Estorno"	"Não Resolvido"	"Barueri"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Atraso"	"Resolvido"	"Guarulhos"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Falta de respeito com o consumidor"	"Não Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"sem resposta sobre o vale compra"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Frete absurdo"	"Resolvido"	"Ribeirão das Neves"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Atraso na entrega e falta de informações por parte das Casas Bahia"	"Não Resolvido"	"Cubatão"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Propaganda enganosa não recebimento de compras feitas."	"Resolvido"	"Salvador"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Alteraçao de e-mail"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Casas Bahia não fornece/possui contato (válido) do fornecedor para acionamento da garantia."	"Resolvido"	"São José do Rio Preto"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Não consigo finalizar a compra, e atendido via whats e televendas não funciona."	"Não Resolvido"	"Barueri"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Não querem me vender o produto"	"Não Resolvido"	"Indaiatuba"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Pedra  em vez de celular"	"Resolvido"	"São Sebastião do Caí"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Arrependimento compra"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Parcelamento."	"Resolvido"	"São Gonçalo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Pontos não foram contabilizados"	"Resolvido"	"Niterói"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"FALTA DE RESPEITO"	"Resolvido"	"São Gonçalo"	"Há 14 dias"	20160
"Casas Bahia - Loja Online"	"Mentiram no prazo de entrega"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"DATA DE ENTREGA ALTERADA/ NÃO CONSIGO RASTREAR O PRODUTO/ ATENDENTE INFORMA PROBLEMA NA NOTA FISCAL"	"Resolvido"	"São Benedito"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Atraso na entrega 256886328"	"Resolvido"	"Salvador"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Falta de compromisso das Casas Bahia com entrega."	"Resolvido"	"Peruíbe"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"HÁ DIAS ESPERANDO UMA SOLUÇÃO!!!"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"No status do pedido diz pedido entregue"	"Resolvido"	"Jaboatão dos Guararapes"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"PRODUTO NÃO RECEBIDO E SEM RASTREIO"	"Resolvido"	"Amontada"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"reembolso"	"Resolvido"	"Recife"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Pedido Extraviado, falta de intenção de remediar, atendimento deficiente"	"Não Resolvido"	"Recife"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Produto não chegou e não forneceram código de rastreio"	"Não Resolvido"	"Aracaju"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Erro ao finalizar a compra"	"Não Resolvido"	"Belo Horizonte"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Desconto não aplicado"	"Não Resolvido"	"Vitória"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Garantia estendida sem contrato!"	"Resolvido"	"Araraquara"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Não entregaram o produto"	"Resolvido"	"Embu das Artes"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Produto pago e pedido cancelado"	"Não Resolvido"	"São Luís"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Jaboatão dos Guararapes"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Godoy Moreira"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"descaso com o consulmidor!!!"	"Não Resolvido"	"São Bernardo do Campo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Casas Bahia Nunca Mais"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Entregadora simplesmente não entregou meu produto"	"Resolvido"	"São Gonçalo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Santa Isabel"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Meu produto não chegou"	"Resolvido"	"Camaçari"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"será que recebo um dia?"	"Resolvido"	"Ferraz de Vasconcelos"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Aplicativo notifica cupom falso"	"Resolvido"	"Lins"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Ainda aguardo estorno"	"Não Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Não cumpri com prazo"	"Resolvido"	"Salvador"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Entrega atrasada pedido Casas Bahia Online - 76528355100"	"Resolvido"	"Vila Velha"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Pino de sustentação direito e o pino da travamento/fechamento da esteira estão amassados/travados."	"Resolvido"	"Lins"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Casas Bahia não cumpre promessa de entrega"	"Resolvido"	"Crato"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Mercadoria com entrega atrasada"	"Resolvido"	"Feira de Santana"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Falta de atendimento - descaso"	"Resolvido"	"Barueri"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Paguei o frete e não recebi o produto"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Garantia estendida"	"Resolvido"	"Nilópolis"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"ENTREGA AINDA ESTA COM O MOTORISTA"	"Resolvido"	"Belo Horizonte"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Péssimo atendimento/não recebi o produto"	"Não Resolvido"	"Mogi-Guaçu"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Análise demorada"	"Resolvido"	"Valparaíso de Goiás"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Descaso total"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Compra realizada em 17/03/2021, pagamento aprovado em 19/03/2021, entrega prevista para 27/03/2021"	"Resolvido"	"Goiânia"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Casas Bahia - Site Hackeado"	"Resolvido"	"Rio de Janeiro"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Não entregou no prazo e não permite rastrear"	"Resolvido"	"São Bernardo do Campo"	"Há 13 dias"	18720
"Casas Bahia - Loja Online"	"Envio do Certificado de Garantia Estendida"	"Resolvido"	"Goiânia"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"inclinação pro fundo em exagero"	"Não Resolvido"	"Americana"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Entrega do produto comprado"	"Resolvido"	"Itapevi"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"comprei, paguei e não recebi!"	"Resolvido"	"Tibau do Sul"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"JA entrei em contato 5 vezes e nao cancelam meu pedido"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Produto devolvido em 6 de março até agora sem estorno"	"Resolvido"	"João Pessoa"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Comprei um produto, o mesmo não funciona. A loja não retira e não me manda o código de postagem"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Passou do prazo e não recebi o produto."	"Resolvido"	"Groaíras"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Loja não entregou na data"	"Resolvido"	"Rio de Janeiro"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Produto não estregue - Cama box"	"Resolvido"	"Brasília"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"A transfolha diz que já entregou meu produto mas não entregou"	"Resolvido"	"Pindamonhangaba"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Não trocam o produto"	"Resolvido"	"Rio Azul"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Com atraso e sem prazo"	"Resolvido"	"Recife"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Uso de [editado_RA] O produto veio diferente do que está na caixa"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Não cumprimento de Entrega Agendada"	"Não Resolvido"	"Mogi das Cruzes"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Não recebi meu produto"	"Resolvido"	"Viçosa"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Produto diverso entregue"	"Resolvido"	"Cianorte"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Produto errado"	"Resolvido"	"Mirassol"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Nunca compre nas casas bahia"	"Não Resolvido"	"Paulista"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Produto não recebido"	"Resolvido"	"Belo Horizonte"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Transportadora entregou em endereço errado"	"Resolvido"	"Barueri"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Celular com problema"	"Resolvido"	"Apucarana"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Mais de 30 dias esperando um retorno"	"Resolvido"	"São Paulo"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Desrespeito e informação [editado_RA]"	"Resolvido"	"Rio de Janeiro"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Atraso na entrega!!!"	"Resolvido"	"Carapicuíba"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Dificuldade para retirar o produto na loja que escolhi"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Paguei pela entrega Super Rápida e não chegou"	"Não Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"ESTORNO DE IPI ( PS5 )"	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"Casas Bahia respeite o consumidor"	"Resolvido"	"Rio de Janeiro"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"ENTREGA E REPOSTA DEMORADA"	"Não Resolvido"	"Montenegro"	"Há 12 dias"	17280
"Casas Bahia - Loja Online"	"CÓDIGO P RASTREAMENTO"	"Resolvido"	"Pontal do Paraná"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Produto extraviado, sem opção de nova compra com mesmo preço."	"Resolvido"	"Cajamar"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Péssima prestação de serviço/ transtorno"	"Não Resolvido"	"São Paulo"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Empresa nao entregou o produto comprado"	"Resolvido"	"Curitiba"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Trocar senha e email aplicativo casas Bahia"	"Resolvido"	"São Paulo"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Não recebi a minha compra"	"Resolvido"	"Feira de Santana"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Irresponsabilidade"	"Resolvido"	"Osasco"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Descaso com o cliente"	"Resolvido"	"Osasco"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Produto consta entregue, mais não recebi"	"Resolvido"	"Moema"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Falsa afirmação de que meu produto chegaria em 3 dias após a compra!"	"Resolvido"	"São José do Rio Preto"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Se negam a dar codg postagem pra cancelamento"	"Resolvido"	"São Paulo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"recebi email informando a entrega que nunca aconteceu"	"Resolvido"	"São Paulo"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Comprei e não me mandaram o rastreio"	"Resolvido"	"Montes Claros de Goiás"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Prazo de entrega diferente"	"Resolvido"	"Campinas"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"casas bahia play by paramount +"	"Resolvido"	"Campinas"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Não recebi meu reembolso"	"Resolvido"	"Diadema"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Demora na resolução do problema."	"Não Resolvido"	"São Paulo"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Comprei uma cabaceira no App mas não ganhei acesso ao Paramount +"	"Resolvido"	"Sobral"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"Solicitação de Troca - 1 mês"	"Resolvido"	"Botucatu"	"Há 11 dias"	15840
"Casas Bahia - Loja Online"	"O pedido iria chegar dia 31/03, não chegou e nem atualizou data de entrega"	"Resolvido"	"Caucaia"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Um dia após vencer a data da entrega cancelaram o pedido"	"Resolvido"	"Ibirité"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Não entregou"	"Resolvido"	"Magé"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Data da entrega alterada novamente e novamente"	"Resolvido"	"Salvador"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Pontuação 9x1 não creditada"	"Resolvido"	"Rio de Janeiro"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Não entrega no endereço informado"	"Não Resolvido"	"São Paulo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"MUITO TEMPO DE ESPERA."	"Resolvido"	"Marília"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Rio de Janeiro"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"DEVOLUÇÃO IMPOSSIBILITADA"	"Não Resolvido"	"Juiz de Fora"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"ENTREGA ATRASADA"	"Resolvido"	"Contagem"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Comprei um iPhone veio uma pedra"	"Resolvido"	"Belo Horizonte"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Na hora do pagamento, o valor muda."	"Não Resolvido"	"Sarandi"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Pedido não entregue dentro do prazo"	"Não Resolvido"	"Bastos"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Não fizeram meu estorno !!!"	"Resolvido"	"São Paulo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Devolucao"	"Resolvido"	"São Paulo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Entrega não realizada na data prevista e prazo de retorno inadmissível"	"Resolvido"	"São Gonçalo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Não recebi meu produto na data combinada"	"Resolvido"	"São Paulo"	"Há 10 dias"	14400
