"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Casas Bahia - Loja Online"	"Parem de me perturbar, não quero trocar nada!"	"Não Resolvido"	"São Paulo"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Não cumpriu prazo"	"Não Resolvido"	"Teófilo Otoni"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Mentira no envio"	"Resolvido"	"Salvador"	"Há 10 dias"	14400
"Casas Bahia - Loja Online"	"Troca"	"Resolvido"	"São Paulo"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"Cama de casal fora do prazo de entrega"	"Resolvido"	"Barueri"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"Minha entrega não chega"	"Resolvido"	"São Paulo"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"RETIRA FÁCIL  FALSO"	"Resolvido"	"São Paulo"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"Serviço não prestado"	"Não Resolvido"	"Osasco"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Propaganda enganosa"	"Não Resolvido"	"Petrópolis"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Problemas com rastreio"	"Resolvido"	"Fortaleza"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Retira rapido"	"Não Resolvido"	"Rio de Janeiro"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Não cumprem prazo de entrega e não dão nenhuma assistência"	"Resolvido"	"São Paulo"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Iphone não ligou - Solicitei devolução - Fica o alerta aos consumidores!"	"Resolvido"	"Igarapava"	"Há 9 dias"	12960
"Casas Bahia - Loja Online"	"Pré venda ok, pós venda... Parece não existir."	"Resolvido"	"Jaboatão dos Guararapes"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Sem data para retirada"	"Resolvido"	"Ferraz de Vasconcelos"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Vendedora on line Casas Bahia informou prazo incorreto"	"Não Resolvido"	"Taubaté"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Produto cancelado"	"Resolvido"	"Campinas"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Devolvam o meu dinheiro!"	"Resolvido"	"Rio de Janeiro"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"dificuldades pra troca"	"Não Resolvido"	"Monte Carmelo"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Cabo Frio"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Cadê meu código Casas Bahia Play by Paramount+ ?"	"Resolvido"	"Niterói"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"fone de ouvido liga mas nao sai som"	"Resolvido"	"Brasília"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"Não recebi estorno da compra cancelada"	"Resolvido"	"Carutapera"	"Há 8 dias"	11520
"Casas Bahia - Loja Online"	"Retira rápido"	"Resolvido"	"Rio de Janeiro"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Cinco dias de atraso!!!"	"Resolvido"	"Fortaleza"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Tv LG 50 NanoCell com defeito"	"Não Resolvido"	"São Caetano do Sul"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Descaso com Consumidor - Atraso na entrega"	"Resolvido"	"Recife"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Falta de respeito com o consumidor."	"Resolvido"	"São Paulo"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Retirada indisponível."	"Não Resolvido"	"Salvador"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Osasco"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"ATRASO NA ATUALIZAÇÃO DE DADOS E NA ENTREGA"	"Resolvido"	"Fortaleza"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"PRAZ DE ENTREGA CADA VEZ MAIOR"	"Resolvido"	"Porto Alegre"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Porta de armário com defeito"	"Não Resolvido"	"Ribeirão Pires"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"Retirada drive thur"	"Resolvido"	"Ribeirão das Neves"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Produto entregue desmontado"	"Não Resolvido"	"São João da Boa Vista"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Produto não foi entregue pela transportadora na data combinada"	"Resolvido"	"São Paulo"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Segunda reclamação"	"Resolvido"	"Jaboatão dos Guararapes"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Assistência técnica"	"Não Resolvido"	"Pradópolis"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Problema no cadastro"	"Resolvido"	"Brasília"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Atraso na entrega"	"Resolvido"	"Vitória"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Mal atendimento por telefone e necessidade de troca do espelho do guarda roupas"	"Resolvido"	"Porto Alegre"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Referente ao GALAXY A01"	"Não Resolvido"	"Cabo de Santo Agostinho"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Análise de pagamento interminável"	"Resolvido"	"Petrópolis"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Não recebi geladeira"	"Não Resolvido"	"São Paulo"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"A espera de um milagre."	"Resolvido"	"São João da Boa Vista"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Descaso com o cliente"	"Resolvido"	"São Bernardo do Campo"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Luz do forno não veio"	"Resolvido"	"Fortaleza"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Não recebi meu produto"	"Resolvido"	"Recife"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Recebí e-mail com informação de retirada quando não me tinham entregue"	"Resolvido"	"São Paulo"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Produto trocado duas vezes com o mesmo defeito"	"Resolvido"	"São Paulo"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Não consigo alterar entrega agendada"	"Resolvido"	"Araraquara"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"Prazo na coleta"	"Resolvido"	"Olímpia"	"Há 5 dias"	7200
"Casas Bahia - Loja Online"	"NUNCA MAIS COMPRAR NAS CASAS BAHIA"	"Não Resolvido"	"Caxias do Sul"	"Há 6 dias"	8640
"Casas Bahia - Loja Online"	"Casas Bahia não entrega o iPhone 12"	"Resolvido"	"Anápolis"	"Há 3 dias"	4320
"Casas Bahia - Loja Online"	"compra com Karen Machado Costa"	"Não Resolvido"	"Guia Lopes da Laguna"	"Há 3 dias"	4320
"Casas Bahia - Loja Online"	"Clonagem de documentos"	"Resolvido"	"Londrina"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"Descaso com cliente"	"Resolvido"	"Fortaleza"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"Alteração cadastral"	"Resolvido"	"São Paulo"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"NÃO CONSIGO FINALIZAR O PAGAMENTO"	"Não Resolvido"	"Itapuí"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"Entrega de guarda roupa desmontado"	"Não Resolvido"	"Campo Grande"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"Falsas promessas"	"Resolvido"	"São Paulo"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"DEMORA PARA APROVAR A COMPRA"	"Não Resolvido"	"Campo Grande"	"Há 4 dias"	5760
"Casas Bahia - Loja Online"	"ENTREGA"	"Resolvido"	"São Paulo"	"Há 4 dias"	5760
"americanas - Loja Online"	"Não recebi nota fiscal por cadastro errado feito pelo televendas"	"Resolvido"	"Mauá"	"Há 1 mês"	43200
"americanas - Loja Online"	"Problema no Reembolso"	"Resolvido"	"Ibiúna"	"Há 1 mês"	43200
"americanas - Loja Online"	"Falsa informação de entrega"	"Resolvido"	"Jundiaí"	"Há 1 mês"	43200
"americanas - Loja Online"	"Devolução com problema"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"americanas - Loja Online"	"Enganação no prazo de entrega de aparelho"	"Resolvido"	"Natal"	"Há 1 mês"	43200
"americanas - Loja Online"	"Exclusão de conta"	"Resolvido"	"Conselheiro Pena"	"Há 1 mês"	43200
"americanas - Loja Online"	"Atraso na entrega."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Divergência de informações"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"americanas - Loja Online"	"Descrição incorreta do produto  Incompatibilidade"	"Resolvido"	"Juiz de Fora"	"Há 1 mês"	43200
"americanas - Loja Online"	"JOGO DE RESPONSABILIDADE"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não Entregou o Produto no Prazo Prometido"	"Resolvido"	"Campos dos Goytacazes"	"Há 1 mês"	43200
"americanas - Loja Online"	"Já passou e muito da data de entrega"	"Resolvido"	"Maracaçumé"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo contato com Americanas Empresas para troca de produto"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cliquei para comprar e o valor mudou subitamente"	"Resolvido"	"Taubaté"	"Há 1 mês"	43200
"americanas - Loja Online"	"Aparente fim parceria Deezer e Ubook"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"não cumpre com o prometido."	"Resolvido"	"Osasco"	"Há 1 mês"	43200
"americanas - Loja Online"	"Entrega não efetuada"	"Resolvido"	"Ananindeua"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não atualizam meu pedido e já foi debitado do meu cartão!!!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cancelaram  Meu Produto"	"Não Resolvido"	"Guabiruba"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não cumpre com o prometido na entrega dos pedidos."	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cep de entrega"	"Resolvido"	"Sumaré"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto não entregue"	"Resolvido"	"Teófilo Otoni"	"Há 1 mês"	43200
"americanas - Loja Online"	"Problema sem solução no momento"	"Resolvido"	"Fortaleza"	"Há 1 mês"	43200
"americanas - Loja Online"	"compra efetuado no site com entrega para o dia seguinte e ainda não recebi.."	"Resolvido"	"Pinhais"	"Há 1 mês"	43200
"americanas - Loja Online"	"Americanas enganação"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"americanas - Loja Online"	"DISPONIBILIDADE EM ESTOQUE"	"Resolvido"	"Palmas"	"Há 1 mês"	43200
"americanas - Loja Online"	"PROPAGANDA ENGANOSA"	"Resolvido"	"Niterói"	"Há 1 mês"	43200
"americanas - Loja Online"	"Entrega atrasada"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"VALE"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"O status do pedido não sai do pagamento pré-aprovado"	"Resolvido"	"Pelotas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto mudou de preco no meio da compra!!! Absurdo!"	"Não Resolvido"	"Cotia"	"Há 1 mês"	43200
"americanas - Loja Online"	"Me cobraram o valor no cartão e não concluiu a compra"	"Resolvido"	"São Gonçalo"	"Há 1 mês"	43200
"americanas - Loja Online"	"A americanas realizou um pedido de vale presente de R$500 sem minha autorização"	"Resolvido"	"Recife"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa"	"Resolvido"	"Montes Claros"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não recebi nenhuma confirmação da minha compra"	"Resolvido"	"Carinhanha"	"Há 1 mês"	43200
"americanas - Loja Online"	"Nao consigo desbloquear vale"	"Resolvido"	"Sapucaia do Sul"	"Há 1 mês"	43200
"americanas - Loja Online"	"DEMORA NA ANÁLISE DE PAGAMENTO"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"americanas - Loja Online"	"PALHAÇADA"	"Resolvido"	"São Roque"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo atendimento para troca de um produto."	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Atraso na entrega"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto não foi entregue no meu endereço"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não envio da Nota Fiscal"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Vendeu Notebook com Defeito de Fabricação e Não Quer Trocar"	"Resolvido"	"Bragança Paulista"	"Há 1 mês"	43200
"americanas - Loja Online"	"Meu pedido 02821699026"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"A Mais / Prime enganoso"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa"	"Resolvido"	"São Joaquim do Monte"	"Há 1 mês"	43200
"americanas - Loja Online"	"Celular não entregue"	"Resolvido"	"Vitória da Conquista"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa - Prazo entrega"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Vale-Presente que não funciona"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"Captura não atualizada"	"Resolvido"	"Curitiba"	"Há 1 mês"	43200
"americanas - Loja Online"	"Vale bloqueado"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"Preço um Quando vai comprar outro"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Oferta e Reclamação Não Cumpridas"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não recebi meu produto na data correta"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Falta de respeito"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto no entregue"	"Resolvido"	"Campo Bom"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não recebi minha compra"	"Resolvido"	"Angra dos Reis"	"Há 1 mês"	43200
"americanas - Loja Online"	"me ajudem ai"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Entrega"	"Resolvido"	"Nova Iguaçu"	"Há 1 mês"	43200
"americanas - Loja Online"	"Comprei celular A31 me entregaram A01"	"Resolvido"	"Blumenau"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto com destinatario desconhecido"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"Divulga produto mas não tem no estoque"	"Resolvido"	"Unaí"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo saber nada"	"Resolvido"	"Uruoca"	"Há 1 mês"	43200
"americanas - Loja Online"	"Já se passaram 5 dias da entrega e nada!"	"Resolvido"	"Aracruz"	"Há 1 mês"	43200
"americanas - Loja Online"	"Microondas veio com defeito."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Estourou o limite de entrega"	"Resolvido"	"Nova Iguaçu"	"Há 1 mês"	43200
"americanas - Loja Online"	"Comprei em 11/3não recebi, agora o aparelho custa R$ 8.370,21 em vez de R$ 8.689,00. Quero cancelamento e Olha como a empresa trat ao cleinte na semana do consuimidor, não respondem chamado, o telefone do SCA só dá ocupado... Péssimo Serviço"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"ATRASO NA ENTREGA!"	"Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"americanas - Loja Online"	"Nenhuma notícia da localização do produto"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"Mais de 72h para aprovar o pagamento no cartão, já aprovado pela administradora do cartão."	"Resolvido"	"Lauro de Freitas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cancelamento de cadastro"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo ter acesso a Nota Fiscal"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Empresa desonesta"	"Não Resolvido"	"Toledo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Empresa se nega a realizar retirada de produto com defeito"	"Não Resolvido"	"Jandira"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pedido não é cancelado"	"Resolvido"	"Alexânia"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa."	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"ENTREGA FORA DO PRAZO"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo proceder a troca e nem falar com atendentes reais"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Americanas não cumpre Código de Defesa do Consumidor - Prática ilegal"	"Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não cumpre o contrato"	"Resolvido"	"Cabo Frio"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"Mudaram a data"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pedido não autorizado - Não resolveram meu problema"	"Resolvido"	"Mauá"	"Há 1 mês"	43200
"americanas - Loja Online"	"Americanas cancela meus pedidos sem motivo"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"Americnas.com não envia a Nota Fiscal do meu produto"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"americanas - Loja Online"	"Call Center não direciona para atendente."	"Resolvido"	"Belém"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo solicitar a troca pelo APP"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Covid"	"Resolvido"	"Goiana"	"Há 1 mês"	43200
"americanas - Loja Online"	"não coletam o produto e não estornam"	"Resolvido"	"Divinópolis"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pedido em Aprovação"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"americanas - Loja Online"	"Atraso na entrega e nao consigo rastrear o pedido"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"oba o seu pedido está pré aprovado ipad apple pencil"	"Resolvido"	"Natal"	"Há 1 mês"	43200
"americanas - Loja Online"	"Promoção Enganosa"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"Data de entrega atualizada e não cumprida"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não cumprimento de prazo para entrega"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pedido incompleto"	"Resolvido"	"--"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cupom LAVA100 propaganda enganosa"	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"americanas - Loja Online"	"Meu pedido não aparece no app Americanas"	"Resolvido"	"Maracaí"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pedido cancelado dia 16/2 e não recebi o reembolso"	"Resolvido"	"Pouso Alegre"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não atendimento"	"Resolvido"	"Santo Antônio de Pádua"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cupom vem pascoa não funciona"	"Resolvido"	"Resende"	"Há 1 mês"	43200
"americanas - Loja Online"	"Falta de tentativas de entrega"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"americanas - Loja Online"	"Cancelamento de Compra"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"Atraso mesmo depois de receber aviso de entrega em rota"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"americanas - Loja Online"	"Troca"	"Resolvido"	"Roseira"	"Há 1 mês"	43200
"americanas - Loja Online"	"Oba, o seu pagamento está pré - aprovado??"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Quero o codigo de rastreio"	"Resolvido"	"Rubiataba"	"Há 1 mês"	43200
"americanas - Loja Online"	"Pagamento ainda não aprovado"	"Resolvido"	"Limeira"	"Há 1 mês"	43200
"americanas - Loja Online"	"Emissão 2 via nota fiscal"	"Resolvido"	"Tombos"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não consigo rastrear a minha encomenda"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa"	"Resolvido"	"Mogi das Cruzes"	"Há 1 mês"	43200
"americanas - Loja Online"	"FIZ A COMPRA NO APLICATIVO MAS NÃO APARECE O PEDIDO"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto entregue no site mas não recebi nada"	"Resolvido"	"Santa Maria"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produto indisponível à venda"	"Resolvido"	"Paranaguá"	"Há 1 mês"	43200
"americanas - Loja Online"	"Comprei um notebook asus com processador i5 geração 10, mas um com processador i5 geração 8. Pedido 02-821329313."	"Não Resolvido"	"São João de Meriti"	"Há 1 mês"	43200
"americanas - Loja Online"	"Envio de nota fiscal"	"Resolvido"	"Atibaia"	"Há 1 mês"	43200
"americanas - Loja Online"	"Atraso entrega"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Produtos não recebidos"	"Resolvido"	"Casca"	"Há 1 mês"	43200
"americanas - Loja Online"	"Dificuldade Cancelamento do Pedido"	"Resolvido"	"São Bernardo do Campo"	"Há 1 mês"	43200
"americanas - Loja Online"	"Descaso com o consumidor."	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"americanas - Loja Online"	"Nota Fiscal"	"Resolvido"	"Lavras"	"Há 1 mês"	43200
"americanas - Loja Online"	"Propaganda enganosa do"	"Não Resolvido"	"Uberlândia"	"Há 1 mês"	43200
"americanas - Loja Online"	"Desbloqueio vale compras"	"Resolvido"	"Guarujá"	"Há 1 mês"	43200
"americanas - Loja Online"	"Equipamentos com defeito"	"Resolvido"	"Jaguariaíva"	"Há 1 mês"	43200
"americanas - Loja Online"	"Não recebi o produto e nenhuma satisfação"	"Não Resolvido"	"Canoas"	"Há 1 mês"	43200
"americanas - Loja Online"	"CANCELAMENTO DA COMPR"	"Resolvido"	"Itabira"	"Há 1 mês"	43200
